source,score,rate,seed,roc_auc,auprc,precision@100,recall@100
facebook,confident_learning,0.05,42,0.9979779806659507,0.9285971809064125,0.94,0.6714285714285714
facebook,knn_raw,0.05,42,0.9947878625134264,0.8464182751518584,0.87,0.6214285714285714
facebook,knn_cc,0.05,42,0.9951369495166488,0.8547018017856755,0.84,0.6
facebook,cc_cluster_entropy,0.05,42,0.4760660580021483,0.05086438453417466,0.06,0.04285714285714286
facebook,cc_view_instability,0.05,42,0.4663721804511278,0.05213201958923641,0.04,0.02857142857142857
facebook,centroid_relative_distance,0.05,42,0.9794334049409237,0.7850658704520829,0.81,0.5785714285714286
facebook,ensemble,0.05,42,0.9977765843179377,0.9314094153938646,0.93,0.6642857142857143
facebook,confident_learning,0.1,42,0.9962450396825397,0.9629683385204661,0.96,0.34285714285714286
facebook,knn_raw,0.1,42,0.9942942176870748,0.9289781423238328,0.95,0.3392857142857143
facebook,knn_cc,0.1,42,0.9950793650793651,0.955518989229925,0.99,0.3535714285714286
facebook,cc_cluster_entropy,0.1,42,0.5249603174603175,0.10423053571186569,0.05,0.017857142857142856
facebook,cc_view_instability,0.1,42,0.4985218253968254,0.10188576333346644,0.11,0.039285714285714285
facebook,centroid_relative_distance,0.1,42,0.976485260770975,0.8429581083465983,0.96,0.34285714285714286
facebook,ensemble,0.1,42,0.997858560090703,0.9724281408849584,0.97,0.3464285714285714
facebook,confident_learning,0.2,42,0.9872943239795919,0.9640166507732955,0.98,0.175
facebook,knn_raw,0.2,42,0.9914791932397959,0.9495198506641302,0.98,0.175
facebook,knn_cc,0.2,42,0.9912806919642857,0.9510379935274534,0.94,0.16785714285714284
facebook,cc_cluster_entropy,0.2,42,0.5161662946428572,0.20990058105789147,0.26,0.04642857142857143
facebook,cc_view_instability,0.2,42,0.5067139668367346,0.1994588067873475,0.14,0.025
facebook,centroid_relative_distance,0.2,42,0.9758713329081633,0.9160733629125521,0.98,0.175
facebook,ensemble,0.2,42,0.9970798788265307,0.9817785913763604,0.99,0.1767857142857143
facebook,confident_learning,0.05,7,0.9942575187969925,0.9231433553659669,0.92,0.6571428571428571
facebook,knn_raw,0.05,7,0.9951973684210526,0.8740669006741439,0.87,0.6214285714285714
facebook,knn_cc,0.05,7,0.9924422663802362,0.8828509335174994,0.9,0.6428571428571429
facebook,cc_cluster_entropy,0.05,7,0.5030827067669172,0.04909498621051968,0.04,0.02857142857142857
facebook,cc_view_instability,0.05,7,0.4680558539205155,0.046540882440744766,0.03,0.02142857142857143
facebook,centroid_relative_distance,0.05,7,0.9464017185821696,0.6676510063368029,0.77,0.55
facebook,ensemble,0.05,7,0.9915494092373792,0.9274598350964681,0.94,0.6714285714285714
facebook,confident_learning,0.1,7,0.9851403061224491,0.9432410480271722,0.97,0.3464285714285714
facebook,knn_raw,0.1,7,0.9927636054421768,0.9173432927950413,0.94,0.3357142857142857
facebook,knn_cc,0.1,7,0.9921024659863946,0.9246086066075861,0.93,0.33214285714285713
facebook,cc_cluster_entropy,0.1,7,0.4822066326530612,0.09972797364708458,0.1,0.03571428571428571
facebook,cc_view_instability,0.1,7,0.4698086734693878,0.0948480345320152,0.1,0.03571428571428571
facebook,centroid_relative_distance,0.1,7,0.9560685941043083,0.7880813907029091,0.93,0.33214285714285713
facebook,ensemble,0.1,7,0.9935104875283447,0.9533489428491593,0.95,0.3392857142857143
facebook,confident_learning,0.2,7,0.9858366549744899,0.9620429195455181,0.98,0.175
facebook,knn_raw,0.2,7,0.9885518973214286,0.9628126875886698,0.99,0.1767857142857143
facebook,knn_cc,0.2,7,0.992320631377551,0.9631633932077526,0.98,0.175
facebook,cc_cluster_entropy,0.2,7,0.5188887117346939,0.2129870790809837,0.26,0.04642857142857143
facebook,cc_view_instability,0.2,7,0.5142841198979591,0.2097496765258961,0.25,0.044642857142857144
facebook,centroid_relative_distance,0.2,7,0.9482748724489795,0.8464591555467078,0.96,0.17142857142857143
facebook,ensemble,0.2,7,0.9938376913265307,0.976782470322173,0.99,0.1767857142857143
